"Index","Entry Date","Entry Time","Exit Date","Exit Time","Type","Strike","B/S","Qty","Entry Price","Exit Price","Vix","P/L"
"118.1","2021-05-12"," 9:17:00 AM","2021-05-12"," 9:26:00 AM","CE","14800","Buy","25","43.45","34.75","","-217.50"
"118.2","2021-05-12"," 9:17:00 AM","2021-05-12"," 3:15:00 PM","PE","14800","Buy","25","47.85","98.85","","1275.00"
"119","2021-05-20"," 9:17:00 AM","2021-05-20"," 3:15:00 PM","","","","","","","19.08","2352.50"
"119.1","2021-05-20"," 9:17:00 AM","2021-05-20"," 9:23:00 AM","CE","15050","Buy","25","47.15","37.70","","-236.25"
"119.2","2021-05-20"," 9:17:00 AM","2021-05-20"," 3:15:00 PM","PE","15050","Buy","25","40.65","144.20","","2588.75"
"120","2021-05-27"," 9:17:00 AM","2021-05-27"," 10:54:00 AM","","","","","","","20.99","-432.50"
"120.1","2021-05-27"," 9:17:00 AM","2021-05-27"," 9:25:00 AM","CE","15300","Buy","25","47.70","38.15","","-238.75"
"120.2","2021-05-27"," 9:17:00 AM","2021-05-27"," 10:54:00 AM","PE","15300","Buy","25","38.80","31.05","","-193.75"
"121","2021-06-03"," 9:17:00 AM","2021-06-03"," 10:46:00 AM","","","","","","","15.78","-353.75"
"121.1","2021-06-03"," 9:17:00 AM","2021-06-03"," 10:46:00 AM","CE","15650","Buy","25","30.95","24.75","","-155.00"
"121.2","2021-06-03"," 9:17:00 AM","2021-06-03"," 9:25:00 AM","PE","15650","Buy","25","39.75","31.80","","-198.75"
"122","2021-06-10"," 9:17:00 AM","2021-06-10"," 9:35:00 AM","","","","","","","14.61","-413.75"
"122.1","2021-06-10"," 9:17:00 AM","2021-06-10"," 9:21:00 AM","CE","15700","Buy","25","29.65","23.70","","-148.75"
"122.2","2021-06-10"," 9:17:00 AM","2021-06-10"," 9:35:00 AM","PE","15700","Buy","25","53.00","42.40","","-265.00"
"123","2021-06-17"," 9:17:00 AM","2021-06-17"," 2:07:00 PM","","","","","","","15.30","-488.75"
"123.1","2021-06-17"," 9:17:00 AM","2021-06-17"," 2:07:00 PM","CE","15650","Buy","25","63.00","50.40","","-315.00"
"123.2","2021-06-17"," 9:17:00 AM","2021-06-17"," 9:24:00 AM","PE","15650","Buy","25","34.70","27.75","","-173.75"
"124","2021-06-24"," 9:17:00 AM","2021-06-24"," 9:31:00 AM","","","","","","","15.40","-471.25"
"124.1","2021-06-24"," 9:17:00 AM","2021-06-24"," 9:22:00 AM","CE","15750","Buy","25","32.85","26.30","","-163.75"
"124.2","2021-06-24"," 9:17:00 AM","2021-06-24"," 9:31:00 AM","PE","15750","Buy","25","61.40","49.10","","-307.50"
"125","2021-07-01"," 9:17:00 AM","2021-07-01"," 1:25:00 PM","","","","","","","13.04","-343.75"
"125.1","2021-07-01"," 9:17:00 AM","2021-07-01"," 9:21:00 AM","CE","15750","Buy","25","26.90","21.50","","-135.00"
"125.2","2021-07-01"," 9:17:00 AM","2021-07-01"," 1:25:00 PM","PE","15750","Buy","25","41.70","33.35","","-208.75"
"126","2021-07-08"," 9:17:00 AM","2021-07-08"," 9:50:00 AM","","","","","","","12.46","-337.50"
"126.1","2021-07-08"," 9:17:00 AM","2021-07-08"," 9:50:00 AM","CE","15850","Buy","25","41.05","32.85","","-205.00"
"126.2","2021-07-08"," 9:17:00 AM","2021-07-08"," 9:35:00 AM","PE","15850","Buy","25","26.50","21.20","","-132.50"
"127","2021-07-15"," 9:17:00 AM","2021-07-15"," 3:15:00 PM","","","","","","","12.65","-71.25"
"127.1","2021-07-15"," 9:17:00 AM","2021-07-15"," 3:15:00 PM","CE","15900","Buy","25","16.45","23.30","","171.25"
"127.2","2021-07-15"," 9:17:00 AM","2021-07-15"," 9:28:00 AM","PE","15900","Buy","25","48.40","38.70","","-242.50"
"128","2021-07-22"," 9:17:00 AM","2021-07-22"," 3:15:00 PM","","","","","","","12.78","786.25"
"128.1","2021-07-22"," 9:17:00 AM","2021-07-22"," 3:15:00 PM","CE","15750","Buy","25","24.35","64.95","","1015.00"
"128.2","2021-07-22"," 9:17:00 AM","2021-07-22"," 9:20:00 AM","PE","15750","Buy","25","45.80","36.65","","-228.75"
"129","2021-07-29"," 9:17:00 AM","2021-07-29"," 9:24:00 AM","","","","","","","13.27","-388.75"
"129.1","2021-07-29"," 9:17:00 AM","2021-07-29"," 9:24:00 AM","CE","15800","Buy","25","20.70","16.55","","-103.75"
"129.2","2021-07-29"," 9:17:00 AM","2021-07-29"," 9:22:00 AM","PE","15800","Buy","25","57.05","45.65","","-285.00"
"130","2021-08-05"," 9:17:00 AM","2021-08-05"," 12:17:00 PM","","","","","","","13.26","-401.25"
"130.1","2021-08-05"," 9:17:00 AM","2021-08-05"," 9:18:00 AM","CE","16300","Buy","25","25.10","20.10","","-125.00"
"130.2","2021-08-05"," 9:17:00 AM","2021-08-05"," 12:17:00 PM","PE","16300","Buy","25","51.55","40.50","","-276.25"
"131","2021-08-12"," 9:17:00 AM","2021-08-12"," 10:02:00 AM","","","","","","","12.57","-338.75"
"131.1","2021-08-12"," 9:17:00 AM","2021-08-12"," 9:23:00 AM","CE","16300","Buy","25","40.10","32.10","","-200.00"
"131.2","2021-08-12"," 9:17:00 AM","2021-08-12"," 10:02:00 AM","PE","16300","Buy","25","27.70","22.15","","-138.75"
"132","2021-08-18"," 9:17:00 AM","2021-08-18"," 11:48:00 AM","","","","","","","13.37","-343.75"
"132.1","2021-08-18"," 9:17:00 AM","2021-08-18"," 11:48:00 AM","CE","16650","Buy","25","36.85","29.50","","-183.75"
"132.2","2021-08-18"," 9:17:00 AM","2021-08-18"," 9:19:00 AM","PE","16650","Buy","25","32.00","25.60","","-160.00"
"133","2021-08-26"," 9:17:00 AM","2021-08-26"," 12:51:00 PM","","","","","","","13.09","-382.50"
"133.1","2021-08-26"," 9:17:00 AM","2021-08-26"," 12:51:00 PM","CE","16600","Buy","25","44.40","35.50","","-222.50"
"133.2","2021-08-26"," 9:17:00 AM","2021-08-26"," 9:28:00 AM","PE","16600","Buy","25","32.05","25.65","","-160.00"
"134","2021-09-02"," 9:17:00 AM","2021-09-02"," 3:15:00 PM","","","","","","","14.04","2328.75"
"134.1","2021-09-02"," 9:17:00 AM","2021-09-02"," 3:15:00 PM","CE","17100","Buy","25","30.40","132.90","","2562.50"
"134.2","2021-09-02"," 9:17:00 AM","2021-09-02"," 9:20:00 AM","PE","17100","Buy","25","46.80","37.45","","-233.75"
"135","2021-09-09"," 9:17:00 AM","2021-09-09"," 10:35:00 AM","","","","","","","13.90","-380.00"
"135.1","2021-09-09"," 9:17:00 AM","2021-09-09"," 9:23:00 AM","CE","17350","Buy","25","31.45","25.15","","-157.50"
"135.2","2021-09-09"," 9:17:00 AM","2021-09-09"," 10:35:00 AM","PE","17350","Buy","25","44.40","35.50","","-222.50"
"136","2021-09-16"," 9:17:00 AM","2021-09-16"," 9:33:00 AM","","","","","","","13.82","-325.00"
"136.1","2021-09-16"," 9:17:00 AM","2021-09-16"," 9:29:00 AM","CE","17550","Buy","25","35.85","28.70","","-178.75"
"136.2","2021-09-16"," 9:17:00 AM","2021-09-16"," 9:33:00 AM","PE","17550","Buy","25","29.15","23.30","","-146.25"
"137","2021-09-23"," 9:17:00 AM","2021-09-23"," 3:15:00 PM","","","","","","","15.88","3125.00"
"137.1","2021-09-23"," 9:17:00 AM","2021-09-23"," 3:15:00 PM","CE","17650","Buy","25","44.70","177.25","","3313.75"
"137.2","2021-09-23"," 9:17:00 AM","2021-09-23"," 9:23:00 AM","PE","17650","Buy","25","37.85","30.30","","-188.75"
"138","2021-09-30"," 9:17:00 AM","2021-09-30"," 9:42:00 AM","","","","","","","18.75","-518.75"
"138.1","2021-09-30"," 9:17:00 AM","2021-09-30"," 9:27:00 AM","CE","17700","Buy","25","50.35","40.30","","-251.25"
"138.2","2021-09-30"," 9:17:00 AM","2021-09-30"," 9:42:00 AM","PE","17700","Buy","25","53.60","42.90","","-267.50"
"139","2021-10-07"," 9:17:00 AM","2021-10-07"," 2:36:00 PM","","","","","","","16.14","-422.50"
"139.1","2021-10-07"," 9:17:00 AM","2021-10-07"," 2:36:00 PM","CE","17800","Buy","25","31.85","25.50","","-158.75"
"139.2","2021-10-07"," 9:17:00 AM","2021-10-07"," 9:29:00 AM","PE","17800","Buy","25","52.65","42.10","","-263.75"
"140","2021-10-14"," 9:17:00 AM","2021-10-14"," 10:37:00 AM","","","","","","","16.08","-446.25"
"140.1","2021-10-14"," 9:17:00 AM","2021-10-14"," 10:37:00 AM","CE","18300","Buy","25","19.75","15.80","","-98.75"
"140.2","2021-10-14"," 9:17:00 AM","2021-10-14"," 9:22:00 AM","PE","18300","Buy","25","69.55","55.65","","-347.50"
"141","2021-10-21"," 9:17:00 AM","2021-10-21"," 1:37:00 PM","","","","","","","17.96","4748.75"
"141.1","2021-10-21"," 9:17:00 AM","2021-10-21"," 9:21:00 AM","CE","18350","Buy","25","50.20","40.15","","-251.25"
"141.2","2021-10-21"," 9:17:00 AM","2021-10-21"," 1:37:00 PM","PE","18350","Buy","25","52.90","252.90","","5000.00"
"142","2021-10-28"," 9:17:00 AM","2021-10-28"," 2:49:00 PM","","","","","","","17.13","4666.25"
"142.1","2021-10-28"," 9:17:00 AM","2021-10-28"," 9:21:00 AM","CE","18150","Buy","25","66.75","53.40","","-333.75"
"142.2","2021-10-28"," 9:17:00 AM","2021-10-28"," 2:49:00 PM","PE","18150","Buy","25","59.60","259.60","","5000.00"
"143","2021-11-03"," 9:17:00 AM","2021-11-03"," 11:35:00 AM","","","","","","","16.84","-518.75"
"143.1","2021-11-03"," 9:17:00 AM","2021-11-03"," 11:35:00 AM","CE","17950","Buy","25","56.60","45.30","","-282.50"
"143.2","2021-11-03"," 9:17:00 AM","2021-11-03"," 9:34:00 AM","PE","17950","Buy","25","47.15","37.70","","-236.25"
"144","2021-11-11"," 9:17:00 AM","2021-11-11"," 3:15:00 PM","","","","","","","16.25","490.00"
"144.1","2021-11-11"," 9:17:00 AM","2021-11-11"," 9:27:00 AM","CE","17950","Buy","25","51.45","41.15","","-257.50"
"144.2","2021-11-11"," 9:17:00 AM","2021-11-11"," 3:15:00 PM","PE","17950","Buy","25","51.65","81.55","","747.50"
"145","2021-11-18"," 9:17:00 AM","2021-11-18"," 3:15:00 PM","","","","","","","14.56","2792.50"
"145.1","2021-11-18"," 9:17:00 AM","2021-11-18"," 9:30:00 AM","CE","17950","Buy","25","34.15","27.30","","-171.25"
"145.2","2021-11-18"," 9:17:00 AM","2021-11-18"," 3:15:00 PM","PE","17950","Buy","25","65.50","184.05","","2963.75"
"146","2021-11-25"," 9:17:00 AM","2021-11-25"," 9:29:00 AM","","","","","","","16.34","-582.50"
"146.1","2021-11-25"," 9:17:00 AM","2021-11-25"," 9:29:00 AM","CE","17400","Buy","25","61.80","49.45","","-308.75"
"146.2","2021-11-25"," 9:17:00 AM","2021-11-25"," 9:20:00 AM","PE","17400","Buy","25","54.85","43.90","","-273.75"
"147","2021-12-02"," 9:17:00 AM","2021-12-02"," 3:15:00 PM","","","","","","","19.05","3008.75"
"147.1","2021-12-02"," 9:17:00 AM","2021-12-02"," 3:15:00 PM","CE","17200","Buy","25","61.70","196.85","","3378.75"
"147.2","2021-12-02"," 9:17:00 AM","2021-12-02"," 9:21:00 AM","PE","17200","Buy","25","72.45","57.65","","-370.00"
"148","2021-12-09"," 9:17:00 AM","2021-12-09"," 12:56:00 PM","","","","","","","16.55","-511.25"
"148.1","2021-12-09"," 9:17:00 AM","2021-12-09"," 9:20:00 AM","CE","17550","Buy","25","39.40","31.50","","-197.50"
"148.2","2021-12-09"," 9:17:00 AM","2021-12-09"," 12:56:00 PM","PE","17550","Buy","25","62.70","50.15","","-313.75"
"149","2021-12-16"," 9:17:00 AM","2021-12-16"," 3:15:00 PM","","","","","","","16.03","1396.25"
"149.1","2021-12-16"," 9:17:00 AM","2021-12-16"," 9:24:00 AM","CE","17350","Buy","25","50.80","40.65","","-253.75"
"149.2","2021-12-16"," 9:17:00 AM","2021-12-16"," 3:15:00 PM","PE","17350","Buy","25","50.15","116.15","","1650.00"
"150","2021-12-23"," 9:17:00 AM","2021-12-23"," 10:19:00 AM","","","","","","","16.33","-476.25"
"150.1","2021-12-23"," 9:17:00 AM","2021-12-23"," 10:19:00 AM","CE","17050","Buy","25","47.95","38.35","","-240.00"
"150.2","2021-12-23"," 9:17:00 AM","2021-12-23"," 9:31:00 AM","PE","17050","Buy","25","47.25","37.80","","-236.25"
"151","2021-12-30"," 9:17:00 AM","2021-12-30"," 3:01:00 PM","","","","","","","16.49","-516.25"
"151.1","2021-12-30"," 9:17:00 AM","2021-12-30"," 3:01:00 PM","CE","17150","Buy","25","61.15","48.90","","-306.25"
"151.2","2021-12-30"," 9:17:00 AM","2021-12-30"," 9:18:00 AM","PE","17150","Buy","25","41.90","33.50","","-210.00"
"152","2022-01-06"," 9:17:00 AM","2022-01-06"," 1:38:00 PM","","","","","","","17.66","-505.00"
"152.1","2022-01-06"," 9:17:00 AM","2022-01-06"," 9:18:00 AM","CE","17750","Buy","25","66.55","53.25","","-332.50"
"152.2","2022-01-06"," 9:17:00 AM","2022-01-06"," 1:38:00 PM","PE","17750","Buy","25","34.60","27.70","","-172.50"
"153","2022-01-13"," 9:17:00 AM","2022-01-13"," 10:10:00 AM","","","","","","","17.44","-505.00"
"153.1","2022-01-13"," 9:17:00 AM","2022-01-13"," 10:10:00 AM","CE","18200","Buy","25","56.25","45.00","","-281.25"
"153.2","2022-01-13"," 9:17:00 AM","2022-01-13"," 9:18:00 AM","PE","18200","Buy","25","44.65","35.70","","-223.75"
"154","2022-01-20"," 9:17:00 AM","2022-01-20"," 9:41:00 AM","","","","","","","17.92","-476.25"
"154.1","2022-01-20"," 9:17:00 AM","2022-01-20"," 9:22:00 AM","CE","17900","Buy","25","56.05","44.85","","-280.00"
"154.2","2022-01-20"," 9:17:00 AM","2022-01-20"," 9:41:00 AM","PE","17900","Buy","25","39.35","31.50","","-196.25"
"155","2022-01-27"," 9:17:00 AM","2022-01-27"," 9:32:00 AM","","","","","","","23.41","-962.50"
"155.1","2022-01-27"," 9:17:00 AM","2022-01-27"," 9:32:00 AM","CE","17000","Buy","25","82.30","65.85","","-411.25"
"155.2","2022-01-27"," 9:17:00 AM","2022-01-27"," 9:18:00 AM","PE","17000","Buy","25","110.25","88.20","","-551.25"
"156","2022-02-03"," 9:17:00 AM","2022-02-03"," 3:15:00 PM","","","","","","","18.64","2951.25"
"156.1","2022-02-03"," 9:17:00 AM","2022-02-03"," 9:18:00 AM","CE","17750","Buy","25","53.05","42.45","","-265.00"
"156.2","2022-02-03"," 9:17:00 AM","2022-02-03"," 3:15:00 PM","PE","17750","Buy","25","42.95","171.60","","3216.25"
"157","2022-02-10"," 9:17:00 AM","2022-02-10"," 10:17:00 AM","","","","","","","18.71","-515.00"
"157.1","2022-02-10"," 9:17:00 AM","2022-02-10"," 9:20:00 AM","CE","17550","Buy","25","40.55","32.45","","-202.50"
"157.2","2022-02-10"," 9:17:00 AM","2022-02-10"," 10:17:00 AM","PE","17550","Buy","25","62.60","50.10","","-312.50"
"158","2022-02-17"," 9:17:00 AM","2022-02-17"," 9:27:00 AM","","","","","","","20.25","-531.25"
"158.1","2022-02-17"," 9:17:00 AM","2022-02-17"," 9:27:00 AM","CE","17400","Buy","25","54.75","43.80","","-273.75"
"158.2","2022-02-17"," 9:17:00 AM","2022-02-17"," 9:21:00 AM","PE","17400","Buy","25","51.50","41.20","","-257.50"
"159","2022-02-24"," 9:17:00 AM","2022-02-24"," 11:34:00 AM","","","","","","","29.41","-1183.75"
"159.1","2022-02-24"," 9:17:00 AM","2022-02-24"," 9:23:00 AM","CE","16650","Buy","25","143.85","115.10","","-718.75"
"159.2","2022-02-24"," 9:17:00 AM","2022-02-24"," 11:34:00 AM","PE","16650","Buy","25","93.00","74.40","","-465.00"
"160","2022-03-03"," 9:17:00 AM","2022-03-03"," 3:04:00 PM","","","","","","","27.57","4623.75"
"160.1","2022-03-03"," 9:17:00 AM","2022-03-03"," 9:20:00 AM","CE","16750","Buy","25","75.25","60.20","","-376.25"
"160.2","2022-03-03"," 9:17:00 AM","2022-03-03"," 3:04:00 PM","PE","16750","Buy","25","79.30","279.30","","5000.00"
"161","2022-03-10"," 9:17:00 AM","2022-03-10"," 9:36:00 AM","","","","","","","25.18","-810.00"
"161.1","2022-03-10"," 9:17:00 AM","2022-03-10"," 9:36:00 AM","CE","16650","Buy","25","74.70","59.75","","-373.75"
"161.2","2022-03-10"," 9:17:00 AM","2022-03-10"," 9:20:00 AM","PE","16650","Buy","25","87.35","69.90","","-436.25"
"162","2022-03-17"," 9:17:00 AM","2022-03-17"," 3:15:00 PM","","","","","","","22.39","-142.50"
"162.1","2022-03-17"," 9:17:00 AM","2022-03-17"," 3:15:00 PM","CE","17200","Buy","25","68.45","77.45","","225.00"
"162.2","2022-03-17"," 9:17:00 AM","2022-03-17"," 9:20:00 AM","PE","17200","Buy","25","73.55","58.85","","-367.50"
"163","2022-03-24"," 9:17:00 AM","2022-03-24"," 12:23:00 PM","","","","","","","25.04","-651.25"
"163.1","2022-03-24"," 9:17:00 AM","2022-03-24"," 12:23:00 PM","CE","17150","Buy","25","62.55","50.05","","-312.50"
"163.2","2022-03-24"," 9:17:00 AM","2022-03-24"," 9:22:00 AM","PE","17150","Buy","25","67.85","54.30","","-338.75"
"164","2022-03-31"," 9:17:00 AM","2022-03-31"," 9:40:00 AM","","","","","","","20.68","-486.25"
"164.1","2022-03-31"," 9:17:00 AM","2022-03-31"," 9:25:00 AM","CE","17550","Buy","25","42.30","33.85","","-211.25"
"164.2","2022-03-31"," 9:17:00 AM","2022-03-31"," 9:40:00 AM","PE","17550","Buy","25","54.90","43.90","","-275.00"
"165","2022-04-07"," 9:17:00 AM","2022-04-07"," 10:16:00 AM","","","","","","","19.39","-475.00"
"165.1","2022-04-07"," 9:17:00 AM","2022-04-07"," 9:23:00 AM","CE","17750","Buy","25","38.00","30.40","","-190.00"
"165.2","2022-04-07"," 9:17:00 AM","2022-04-07"," 10:16:00 AM","PE","17750","Buy","25","57.05","45.65","","-285.00"
"166","2022-04-13"," 9:17:00 AM","2022-04-13"," 10:03:00 AM","","","","","","","17.51","-408.75"
"166.1","2022-04-13"," 9:17:00 AM","2022-04-13"," 10:03:00 AM","CE","17600","Buy","25","47.40","37.90","","-237.50"
"166.2","2022-04-13"," 9:17:00 AM","2022-04-13"," 9:21:00 AM","PE","17600","Buy","25","34.25","27.40","","-171.25"
"167","2022-04-21"," 9:17:00 AM","2022-04-21"," 9:43:00 AM","","","","","","","18.05","-430.00"
"167.1","2022-04-21"," 9:17:00 AM","2022-04-21"," 9:26:00 AM","CE","17250","Buy","25","39.80","31.85","","-198.75"
"167.2","2022-04-21"," 9:17:00 AM","2022-04-21"," 9:43:00 AM","PE","17250","Buy","25","46.25","37.00","","-231.25"
"168","2022-04-28"," 9:17:00 AM","2022-04-28"," 11:27:00 AM","","","","","","","20.14","-531.25"
"168.1","2022-04-28"," 9:17:00 AM","2022-04-28"," 9:23:00 AM","CE","17150","Buy","25","40.65","32.50","","-203.75"
"168.2","2022-04-28"," 9:17:00 AM","2022-04-28"," 11:27:00 AM","PE","17150","Buy","25","65.50","52.40","","-327.50"
"169","2022-05-05"," 9:17:00 AM","2022-05-05"," 9:43:00 AM","","","","","","","20.44","-593.75"
"169.1","2022-05-05"," 9:17:00 AM","2022-05-05"," 9:22:00 AM","CE","16850","Buy","25","51.50","41.20","","-257.50"
"169.2","2022-05-05"," 9:17:00 AM","2022-05-05"," 9:43:00 AM","PE","16850","Buy","25","67.15","53.70","","-336.25"
"170","2022-05-12"," 9:17:00 AM","2022-05-12"," 3:15:00 PM","","","","","","","23.25","2715.00"
"170.1","2022-05-12"," 9:17:00 AM","2022-05-12"," 9:19:00 AM","CE","16000","Buy","25","62.70","50.15","","-313.75"
"170.2","2022-05-12"," 9:17:00 AM","2022-05-12"," 3:15:00 PM","PE","16000","Buy","25","72.00","193.15","","3028.75"
"171","2022-05-19"," 9:17:00 AM","2022-05-19"," 10:08:00 AM","","","","","","","23.40","-760.00"
"171.1","2022-05-19"," 9:17:00 AM","2022-05-19"," 9:19:00 AM","CE","15950","Buy","25","78.80","63.05","","-393.75"
"171.2","2022-05-19"," 9:17:00 AM","2022-05-19"," 10:08:00 AM","PE","15950","Buy","25","73.30","58.65","","-366.25"
"172","2022-05-26"," 9:17:00 AM","2022-05-26"," 1:08:00 PM","","","","","","","24.46","-633.75"
"172.1","2022-05-26"," 9:17:00 AM","2022-05-26"," 9:22:00 AM","CE","16100","Buy","25","60.10","48.10","","-300.00"
"172.2","2022-05-26"," 9:17:00 AM","2022-05-26"," 1:08:00 PM","PE","16100","Buy","25","66.65","53.30","","-333.75"
"173","2022-06-02"," 9:17:00 AM","2022-06-02"," 3:15:00 PM","","","","","","","20.30","2695.00"
"173.1","2022-06-02"," 9:17:00 AM","2022-06-02"," 3:15:00 PM","CE","16450","Buy","25","56.70","177.00","","3007.50"
"173.2","2022-06-02"," 9:17:00 AM","2022-06-02"," 9:23:00 AM","PE","16450","Buy","25","62.60","50.10","","-312.50"
"174","2022-06-09"," 9:17:00 AM","2022-06-09"," 3:15:00 PM","","","","","","","19.65","3885.00"
"174.1","2022-06-09"," 9:17:00 AM","2022-06-09"," 3:15:00 PM","CE","16250","Buy","25","56.05","221.40","","4133.75"
"174.2","2022-06-09"," 9:17:00 AM","2022-06-09"," 9:19:00 AM","PE","16250","Buy","25","49.65","39.70","","-248.75"
"175","2022-06-16"," 9:17:00 AM","2022-06-16"," 11:44:00 AM","","","","","","","20.91","4682.50"
"175.1","2022-06-16"," 9:17:00 AM","2022-06-16"," 9:22:00 AM","CE","15850","Buy","25","63.40","50.70","","-317.50"
"175.2","2022-06-16"," 9:17:00 AM","2022-06-16"," 11:44:00 AM","PE","15850","Buy","25","55.25","255.25","","5000.00"
"176","2022-06-23"," 9:17:00 AM","2022-06-23"," 12:48:00 PM","","","","","","","21.34","-606.25"
"176.1","2022-06-23"," 9:17:00 AM","2022-06-23"," 12:48:00 PM","CE","15400","Buy","25","69.25","55.40","","-346.25"
